TITLE="anvil_cfd_result"
VARIABLES="x" "y" "rho" "u" "v" "p" "T" "Mach" "p0"
ZONE T="Fluid", I=80, J=40, DATAPACKING=POINT
2.81250000e-01 4.77091963e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.93750000e-01 4.79296051e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.06250000e-01 4.81500138e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.18750000e-01 4.83704225e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.31250000e-01 4.85908312e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.43750000e-01 4.88112400e-01 1.17659149e+00 6.94447579e+02 -8.68211738e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.56250000e-01 4.90316487e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.68750000e-01 4.92520574e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.81250000e-01 4.94724661e-01 1.17659149e+00 6.94447579e+02 -2.89403913e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.93750000e-01 4.96928749e-01 1.17659149e+00 6.94447579e+02 -2.31523130e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.06250000e-01 4.99132836e-01 1.17659149e+00 6.94447579e+02 -1.44701956e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.18750000e-01 5.01336923e-01 1.17659149e+00 6.94447579e+02 -4.63046260e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.31250000e-01 5.03541010e-01 1.17659149e+00 6.94447579e+02 -3.47284695e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.43750000e-01 5.05745098e-01 1.17659149e+00 6.94447579e+02 -4.91986652e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.56250000e-01 5.07949185e-01 1.17659149e+00 6.94447579e+02 -4.05165478e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.68750000e-01 5.10153272e-01 1.17659149e+00 6.94447579e+02 -3.47284695e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.81250000e-01 5.12357359e-01 1.17659149e+00 6.94447579e+02 -2.89403913e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.93750000e-01 5.14561447e-01 1.17659149e+00 6.94447579e+02 -2.31523130e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.06250000e-01 5.16765534e-01 1.17659149e+00 6.94447579e+02 -1.73642348e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.18750000e-01 5.18969621e-01 1.17659149e+00 6.94447579e+02 2.60463521e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.31250000e-01 5.21173709e-01 1.17659149e+00 6.94447579e+02 1.69793276e-11 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.43750000e-01 5.23377796e-01 1.17659149e+00 6.94447579e+02 2.16161281e-09 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.56250000e-01 5.25581883e-01 1.17659149e+00 6.94447579e+02 1.73468286e-07 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.68750000e-01 5.27785970e-01 1.17659153e+00 6.94447573e+02 8.94322260e-06 1.01325005e+05 3.00000004e+02 1.99999997e+00 7.92812299e+05
5.81250000e-01 5.29990058e-01 1.17659275e+00 6.94447366e+02 2.94379049e-04 1.01325152e+05 3.00000129e+02 1.99999896e+00 7.92812207e+05
5.93750000e-01 5.32194145e-01 1.17661812e+00 6.94443101e+02 6.21816470e-03 1.01328210e+05 3.00002716e+02 1.99997805e+00 7.92810349e+05
6.06250000e-01 5.34398232e-01 1.17695793e+00 6.94386152e+02 8.59184536e-02 1.01369190e+05 3.00037393e+02 1.99969849e+00 7.92786147e+05
6.18750000e-01 5.36602319e-01 1.17987843e+00 6.93898213e+02 7.74915378e-01 1.01722064e+05 3.00336591e+02 1.99729894e+00 7.92582203e+05
6.31250000e-01 5.38806407e-01 1.19572881e+00 6.91241706e+02 4.53822474e+00 1.03655361e+05 3.01987816e+02 1.98424702e+00 7.91421942e+05
6.43750000e-01 5.41010494e-01 1.24918659e+00 6.82193908e+02 1.71332478e+01 1.10336724e+05 3.07696897e+02 1.94059254e+00 7.87250165e+05
6.56250000e-01 5.43214581e-01 1.36042691e+00 6.63530987e+02 4.19289544e+01 1.24704405e+05 3.19327943e+02 1.85592002e+00 7.80700777e+05
6.68750000e-01 5.45418668e-01 1.50317562e+00 6.40431149e+02 7.03921600e+01 1.43694791e+05 3.33013353e+02 1.76116651e+00 7.78151151e+05
6.81250000e-01 5.47622756e-01 1.61997661e+00 6.22110338e+02 9.09263834e+01 1.59583247e+05 3.43169672e+02 1.69298848e+00 7.79420206e+05
6.93750000e-01 5.49826843e-01 1.68679933e+00 6.11803404e+02 1.00330219e+02 1.68865631e+05 3.48745163e+02 1.65604278e+00 7.80236242e+05
7.06250000e-01 5.52030930e-01 1.71639344e+00 6.07552765e+02 1.03324810e+02 1.72941484e+05 3.51004497e+02 1.64085507e+00 7.81127155e+05
7.18750000e-01 5.54235017e-01 1.72669648e+00 6.05872269e+02 1.04299863e+02 1.74465230e+05 3.51984248e+02 1.63460292e+00 7.80691460e+05
7.31250000e-01 5.56439105e-01 1.72392814e+00 6.06151814e+02 1.05195844e+02 1.74049731e+05 3.51709861e+02 1.63637901e+00 7.80898350e+05
7.43750000e-01 5.58643192e-01 1.71798851e+00 6.06736343e+02 1.06542953e+02 1.73205468e+05 3.51213894e+02 1.63968333e+00 7.80952084e+05
7.56250000e-01 5.60847279e-01 1.71150535e+00 6.07381388e+02 1.07841264e+02 1.72289629e+05 3.50680180e+02 1.64322404e+00 7.80941003e+05
7.68750000e-01 5.63051366e-01 1.71183414e+00 6.07338431e+02 1.07815304e+02 1.72336060e+05 3.50707313e+02 1.64303572e+00 7.80931754e+05
7.81250000e-01 5.65255454e-01 1.71401154e+00 6.07093238e+02 1.07490980e+02 1.72643085e+05 3.50885800e+02 1.64182410e+00 7.80908555e+05
7.93750000e-01 5.67459541e-01 1.71707588e+00 6.06773201e+02 1.06879801e+02 1.73079223e+05 3.51144437e+02 1.64009744e+00 7.80865468e+05
8.06250000e-01 5.69663628e-01 1.71734804e+00 6.06765697e+02 1.06745244e+02 1.73114105e+05 3.51159549e+02 1.63998037e+00 7.80886362e+05
8.18750000e-01 5.71867715e-01 1.71682914e+00 6.06819043e+02 1.06834350e+02 1.73041013e+05 3.51117373e+02 1.64025985e+00 7.80882404e+05
8.31250000e-01 5.74071803e-01 1.71576045e+00 6.06931805e+02 1.07021471e+02 1.72890097e+05 3.51029657e+02 1.64084688e+00 7.80885503e+05
8.43750000e-01 5.76275890e-01 1.71530817e+00 6.06966427e+02 1.07141340e+02 1.72826408e+05 3.50992868e+02 1.64107911e+00 7.80868561e+05
8.56250000e-01 5.78479977e-01 1.71548066e+00 6.06946587e+02 1.07115057e+02 1.72850779e+05 3.51007067e+02 1.64098173e+00 7.80865132e+05
8.68750000e-01 5.80684064e-01 1.71597663e+00 6.06894550e+02 1.07014526e+02 1.72920703e+05 3.51047568e+02 1.64070413e+00 7.80857286e+05
8.81250000e-01 5.82888152e-01 1.71649489e+00 6.06840953e+02 1.06907375e+02 1.72993702e+05 3.51089727e+02 1.64041559e+00 7.80850450e+05
8.93750000e-01 5.85092239e-01 1.71648937e+00 6.06840946e+02 1.06908387e+02 1.72992950e+05 3.51089331e+02 1.64041696e+00 7.80848655e+05
9.06250000e-01 5.87296326e-01 1.71630841e+00 6.06859118e+02 1.06935943e+02 1.72967451e+05 3.51074593e+02 1.64051177e+00 7.80844081e+05
9.18750000e-01 5.89500414e-01 1.71601901e+00 6.06889699e+02 1.06986134e+02 1.72926728e+05 3.51051129e+02 1.64066997e+00 7.80844661e+05
9.31250000e-01 5.91704501e-01 1.71588388e+00 6.06895444e+02 1.07024653e+02 1.72907910e+05 3.51040572e+02 1.64072751e+00 7.80826772e+05
9.43750000e-01 5.93908588e-01 1.71591739e+00 6.06889331e+02 1.07022192e+02 1.72912686e+05 3.51043412e+02 1.64070371e+00 7.80820586e+05
9.56250000e-01 5.96112675e-01 1.71602066e+00 6.06873803e+02 1.07011905e+02 1.72927368e+05 3.51052091e+02 1.64063796e+00 7.80810227e+05
9.68750000e-01 5.98316763e-01 1.71610780e+00 6.06859628e+02 1.06999218e+02 1.72939546e+05 3.51058986e+02 1.64057881e+00 7.80796264e+05
9.81250000e-01 6.00520850e-01 1.71610381e+00 6.06859109e+02 1.06998880e+02 1.72939010e+05 3.51058715e+02 1.64057793e+00 7.80792814e+05
9.93750000e-01 6.02724937e-01 1.71600426e+00 6.06872475e+02 1.07005859e+02 1.72924901e+05 3.51050439e+02 1.64063554e+00 7.80796272e+05
6.25000000e-03 4.43602044e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.87500000e-02 4.45806131e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.12500000e-02 4.48010218e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.37500000e-02 4.50214305e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.62500000e-02 4.52418393e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
6.87500000e-02 4.54622480e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
8.12500000e-02 4.56826567e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
9.37500000e-02 4.59030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 4.61234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 4.63438829e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 4.65642916e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 4.67847003e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 4.70051091e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 4.72255178e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 4.74459265e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 4.76663353e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.06250000e-01 4.78867440e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.18750000e-01 4.81071527e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.31250000e-01 4.83275614e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.43750000e-01 4.85479702e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.56250000e-01 4.87683789e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.68750000e-01 4.89887876e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.81250000e-01 4.92091963e-01 1.17659149e+00 6.94447579e+02 -2.89403913e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.93750000e-01 4.94296051e-01 1.17659149e+00 6.94447579e+02 -5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.06250000e-01 4.96500138e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.18750000e-01 4.98704225e-01 1.17659149e+00 6.94447579e+02 -2.89403913e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.31250000e-01 5.00908312e-01 1.17659149e+00 6.94447579e+02 -2.02582739e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.43750000e-01 5.03112400e-01 1.17659149e+00 6.94447579e+02 -4.91986652e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.56250000e-01 5.05316487e-01 1.17659149e+00 6.94447579e+02 -2.89403913e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.68750000e-01 5.07520574e-01 1.17659149e+00 6.94447579e+02 -2.02582739e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.81250000e-01 5.09724661e-01 1.17659149e+00 6.94447579e+02 -1.15761565e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.93750000e-01 5.11928749e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.06250000e-01 5.14132836e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.18750000e-01 5.16336923e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.31250000e-01 5.18541010e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.43750000e-01 5.20745098e-01 1.17659149e+00 6.94447579e+02 -5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.56250000e-01 5.22949185e-01 1.17659149e+00 6.94447579e+02 -5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.68750000e-01 5.25153272e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.81250000e-01 5.27357359e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.93750000e-01 5.29561447e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.06250000e-01 5.31765534e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.18750000e-01 5.33969621e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.31250000e-01 5.36173709e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.43750000e-01 5.38377796e-01 1.17659149e+00 6.94447579e+02 1.07079448e-13 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.56250000e-01 5.40581883e-01 1.17659149e+00 6.94447579e+02 3.32062049e-11 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.68750000e-01 5.42785970e-01 1.17659149e+00 6.94447579e+02 3.97050303e-09 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.81250000e-01 5.44990058e-01 1.17659149e+00 6.94447579e+02 2.99706805e-07 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.93750000e-01 5.47194145e-01 1.17659155e+00 6.94447569e+02 1.43848618e-05 1.01325007e+05 3.00000006e+02 1.99999995e+00 7.92812297e+05
6.06250000e-01 5.49398232e-01 1.17659342e+00 6.94447254e+02 4.48574862e-04 1.01325232e+05 3.00000196e+02 1.99999841e+00 7.92812158e+05
6.18750000e-01 5.51602319e-01 1.17663033e+00 6.94441049e+02 9.07349489e-03 1.01329683e+05 3.00003961e+02 1.99996799e+00 7.92809461e+05
6.31250000e-01 5.53806407e-01 1.17709724e+00 6.94362839e+02 1.18657984e-01 1.01385996e+05 3.00051618e+02 1.99958396e+00 7.92776335e+05
6.43750000e-01 5.56010494e-01 1.18085441e+00 6.93735243e+02 1.00591227e+00 1.01840243e+05 3.00436998e+02 1.99649700e+00 7.92513937e+05
6.56250000e-01 5.58214581e-01 1.20003070e+00 6.90517414e+02 5.56056378e+00 1.04184663e+05 3.02441775e+02 1.98070128e+00 7.91092280e+05
6.68750000e-01 5.60418668e-01 1.26071752e+00 6.80236887e+02 1.98008085e+01 1.11801957e+05 3.08931338e+02 1.93136459e+00 7.86382252e+05
6.81250000e-01 5.62622756e-01 1.37874958e+00 6.60496353e+02 4.57948504e+01 1.27112143e+05 3.21167797e+02 1.84287955e+00 7.79978540e+05
6.93750000e-01 5.64826843e-01 1.52056951e+00 6.37641475e+02 7.39300126e+01 1.46026498e+05 3.34545918e+02 1.75065052e+00 7.78233589e+05
7.06250000e-01 5.67030930e-01 1.62823837e+00 6.20512923e+02 9.35245203e+01 1.60746922e+05 3.43918095e+02 1.68792129e+00 7.79135444e+05
7.18750000e-01 5.69235017e-01 1.68135974e+00 6.12060513e+02 1.03669935e+02 1.68031046e+05 3.48144255e+02 1.65961736e+00 7.80547707e+05
7.31250000e-01 5.71439105e-01 1.69860175e+00 6.08870477e+02 1.08019148e+02 1.70496460e+05 3.49666596e+02 1.64959806e+00 7.80210862e+05
7.43750000e-01 5.73643192e-01 1.70404032e+00 6.07949647e+02 1.09632174e+02 1.71212566e+05 3.50014564e+02 1.64711830e+00 7.80588270e+05
7.56250000e-01 5.75847279e-01 1.70965925e+00 6.07269242e+02 1.08844910e+02 1.72024326e+05 3.50518262e+02 1.64377900e+00 7.80385161e+05
7.68750000e-01 5.78051366e-01 1.71582630e+00 6.06658664e+02 1.07469471e+02 1.72897738e+05 3.51031700e+02 1.64033358e+00 7.80321746e+05
7.81250000e-01 5.80255454e-01 1.72089514e+00 6.06190127e+02 1.06266908e+02 1.73614385e+05 3.51448458e+02 1.63757759e+00 7.80339417e+05
7.93750000e-01 5.82459541e-01 1.72013013e+00 6.06282584e+02 1.06346417e+02 1.73506354e+05 3.51385979e+02 1.63800205e+00 7.80348001e+05
8.06250000e-01 5.84663628e-01 1.71733493e+00 6.06604580e+02 1.06715682e+02 1.73111169e+05 3.51156273e+02 1.63955199e+00 7.80373894e+05
8.18750000e-01 5.86867715e-01 1.71426507e+00 6.06920684e+02 1.07263262e+02 1.72681271e+05 3.50911504e+02 1.64120587e+00 7.80360500e+05
8.31250000e-01 5.89071803e-01 1.71433858e+00 6.06911786e+02 1.07290742e+02 1.72689429e+05 3.50913034e+02 1.64119169e+00 7.80380849e+05
8.43750000e-01 5.91275890e-01 1.71513956e+00 6.06827842e+02 1.07157794e+02 1.72802396e+05 3.50978602e+02 1.64075669e+00 7.80384289e+05
8.56250000e-01 5.93479977e-01 1.71653319e+00 6.06685300e+02 1.06891182e+02 1.72999004e+05 3.51092654e+02 1.63999318e+00 7.80382076e+05
8.68750000e-01 5.95684064e-01 1.71708229e+00 6.06635284e+02 1.06793232e+02 1.73076440e+05 3.51137481e+02 1.63971214e+00 7.80403889e+05
8.81250000e-01 5.97888152e-01 1.71684211e+00 6.06665843e+02 1.06814416e+02 1.73042364e+05 3.51117460e+02 1.63984878e+00 7.80409420e+05
8.93750000e-01 6.00092239e-01 1.71625127e+00 6.06730462e+02 1.06918362e+02 1.72959105e+05 3.51069339e+02 1.64017860e+00 7.80418106e+05
9.06250000e-01 6.02296326e-01 1.71573859e+00 6.06783652e+02 1.07017895e+02 1.72886879e+05 3.51027596e+02 1.64046159e+00 7.80421877e+05
9.18750000e-01 6.04500414e-01 1.71561067e+00 6.06798832e+02 1.07046646e+02 1.72868765e+05 3.51016990e+02 1.64053947e+00 7.80430857e+05
9.31250000e-01 6.06704501e-01 1.71578878e+00 6.06779614e+02 1.07022045e+02 1.72893964e+05 3.51031714e+02 1.64044330e+00 7.80432550e+05
9.43750000e-01 6.08908588e-01 1.71602630e+00 6.06754153e+02 1.06984511e+02 1.72927475e+05 3.51051155e+02 1.64031377e+00 7.80432865e+05
9.56250000e-01 6.11112675e-01 1.71616251e+00 6.06739598e+02 1.06961134e+02 1.72946646e+05 3.51062207e+02 1.64023898e+00 7.80432240e+05
9.68750000e-01 6.13316763e-01 1.71614630e+00 6.06740777e+02 1.06967062e+02 1.72944310e+05 3.51060782e+02 1.64024814e+00 7.80432371e+05
9.81250000e-01 6.15520850e-01 1.71607955e+00 6.06747699e+02 1.06981496e+02 1.72934829e+05 3.51055190e+02 1.64028602e+00 7.80433728e+05
9.93750000e-01 6.17724937e-01 1.71591901e+00 6.06770530e+02 1.07004879e+02 1.72912066e+05 3.51041820e+02 1.64038793e+00 7.80449737e+05
6.25000000e-03 4.58602044e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.87500000e-02 4.60806131e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.12500000e-02 4.63010218e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.37500000e-02 4.65214305e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.62500000e-02 4.67418393e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
6.87500000e-02 4.69622480e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
8.12500000e-02 4.71826567e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
9.37500000e-02 4.74030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 4.76234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 4.78438829e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 4.80642916e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 4.82847003e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 4.85051091e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 4.87255178e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 4.89459265e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 4.91663353e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.06250000e-01 4.93867440e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.18750000e-01 4.96071527e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.31250000e-01 4.98275614e-01 1.17659149e+00 6.94447579e+02 8.68211738e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.43750000e-01 5.00479702e-01 1.17659149e+00 6.94447579e+02 5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.56250000e-01 5.02683789e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.68750000e-01 5.04887876e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.81250000e-01 5.07091963e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.93750000e-01 5.09296051e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.06250000e-01 5.11500138e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.18750000e-01 5.13704225e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.31250000e-01 5.15908312e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.43750000e-01 5.18112400e-01 1.17659149e+00 6.94447579e+02 -5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.56250000e-01 5.20316487e-01 1.17659149e+00 6.94447579e+02 -2.02582739e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.68750000e-01 5.22520574e-01 1.17659149e+00 6.94447579e+02 -1.73642348e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.81250000e-01 5.24724661e-01 1.17659149e+00 6.94447579e+02 -1.15761565e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.93750000e-01 5.26928749e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.06250000e-01 5.29132836e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
